#time	SIM_10/	SIM_15/	SIM_20/	SIM_5/
834.60	12.40	142.90	132.10	43.10
835.20	17.30	140.90	134.10	50.40
835.80	16.00	150.20	134.90	32.00
836.40	13.50	139.10	145.10	42.10
837.00	13.50	141.50	142.00	47.30
837.60	21.00	148.50	138.20	42.30
838.20	13.50	143.00	139.30	46.80
838.80	13.30	144.00	139.50	44.20
839.40	16.40	143.70	144.90	47.70
840.00	15.90	144.80	144.80	47.60
840.60	11.70	143.60	135.70	38.10
841.20	29.30	136.10	137.00	44.20
841.80	14.40	133.90	131.60	44.70
842.40	17.70	141.80	132.90	43.20
843.00	18.50	134.10	138.60	32.30
843.60	12.40	132.60	148.90	41.40
844.20	16.30	133.20	141.80	37.80
844.80	14.50	136.00	130.90	45.70
845.40	16.70	132.40	140.10	36.00
846.00	19.00	137.70	133.70	31.50
846.60	15.40	146.30	148.70	39.60
847.20	18.30	148.40	138.20	41.10
847.80	19.20	136.40	141.50	41.60
848.40	14.60	133.90	135.90	44.20
849.00	13.60	135.00	141.60	48.10
849.60	16.10	122.70	148.00	42.30
850.20	16.50	122.40	142.90	37.50
850.80	21.40	128.00	149.80	42.50
851.40	15.00	131.70	144.40	51.40
852.00	16.00	128.90	149.90	50.60
852.60	14.50	141.70	141.90	43.80
853.20	15.10	140.90	144.90	53.70
853.80	18.70	139.60	148.60	49.00
854.40	12.10	139.40	143.50	44.10
855.00	21.80	128.60	147.10	53.40
855.60	11.30	134.30	151.30	53.40
856.20	17.40	135.60	146.00	61.90
856.80	13.20	130.40	147.20	48.20
857.40	15.40	139.80	141.90	47.80
858.00	16.50	136.10	143.70	44.30
858.60	18.00	136.50	146.80	40.80
859.20	17.50	131.60	137.30	40.70
859.80	13.20	137.40	142.40	40.90
860.40	17.00	146.80	139.20	44.30
861.00	15.40	146.50	139.50	38.10
861.60	17.80	142.20	157.40	40.90
862.20	16.60	136.30	151.70	51.20
862.80	16.10	130.80	146.10	42.50
863.40	20.50	128.60	144.40	34.70
864.00	15.30	134.30	151.40	38.40
864.60	17.20	126.50	146.30	50.40
865.20	16.30	138.30	147.30	50.60
865.80	24.50	130.20	147.00	48.70
866.40	15.10	128.10	141.90	55.00
867.00	16.40	137.10	146.90	56.30
867.60	14.00	139.90	142.20	37.40
868.20	17.40	143.20	140.80	43.20
868.80	11.90	137.60	132.60	58.80
869.40	19.70	133.30	128.20	49.00
870.00	15.90	130.20	131.00	49.70
870.60	16.50	124.50	145.50	55.40
871.20	16.10	118.30	148.10	58.20
871.80	11.20	127.70	147.40	59.10
872.40	23.80	126.10	142.20	47.10
873.00	20.90	132.90	138.40	43.30
873.60	8.60	137.10	137.10	41.10
874.20	16.70	140.70	144.10	36.30
874.80	11.80	141.70	139.90	48.00
875.40	13.20	127.80	141.10	46.70
876.00	14.20	129.10	135.70	51.70
876.60	19.10	132.20	137.70	42.90
877.20	15.40	119.90	137.40	40.30
877.80	19.00	118.30	138.80	35.40
878.40	14.30	127.00	129.80	36.10
879.00	16.30	110.80	137.50	34.50
879.60	20.30	128.90	137.90	53.80
880.20	16.10	128.50	140.20	39.40
880.80	14.20	122.10	133.80	29.80
881.40	13.90	131.60	137.30	47.90
882.00	9.90	128.60	139.80	52.80
882.60	16.90	119.60	136.20	43.70
883.20	20.60	126.80	140.00	33.60
883.80	17.00	127.10	137.70	32.30
884.40	19.00	133.20	142.60	32.70
885.00	18.00	137.10	138.30	34.30
885.60	14.50	131.60	143.10	34.30
886.20	14.90	134.50	143.50	34.80
886.80	14.10	137.40	139.30	46.80
887.40	19.70	141.90	153.40	56.50
888.00	14.90	152.30	156.50	65.50
888.60	17.30	149.70	152.50	54.00
889.20	13.60	143.50	145.80	49.80
889.80	19.70	135.40	142.10	60.40
890.40	12.80	134.00	152.00	57.90
891.00	16.90	150.30	150.90	54.90
891.60	14.10	142.30	145.00	44.10
892.20	13.10	131.60	152.20	39.10
892.80	17.60	152.30	140.40	44.20
893.40	14.00	146.50	136.60	30.90
894.00	20.40	136.90	137.80	35.40
894.60	11.00	138.60	133.90	40.70
895.20	15.00	130.00	129.80	45.30
895.80	16.20	122.40	142.60	39.80
896.40	15.00	119.10	131.40	48.00
897.00	16.30	116.70	132.70	40.60
897.60	15.70	129.10	134.10	42.40
898.20	10.90	126.80	145.10	39.60
898.80	16.20	134.40	142.80	42.10
899.40	13.20	136.20	140.70	40.40
900.00	19.60	128.40	133.20	42.80
900.60	7.80	117.50	139.50	47.70
901.20	12.70	131.00	133.40	54.80
901.80	14.60	134.50	130.00	47.40
902.40	20.30	140.20	128.40	43.90
903.00	19.70	134.40	131.60	31.80
903.60	14.60	146.10	137.50	37.20
904.20	15.20	133.20	140.40	36.80
904.80	18.30	132.90	147.80	42.10
905.40	20.80	142.40	142.20	44.30
906.00	14.80	139.30	149.30	39.00
906.60	17.30	134.10	138.20	38.90
907.20	12.10	133.40	150.50	37.30
907.80	16.00	133.60	137.20	35.10
908.40	15.00	134.80	140.70	39.60
909.00	21.70	144.30	131.00	42.70
909.60	10.20	132.70	130.70	38.70
910.20	15.00	140.60	141.10	38.00
910.80	13.70	147.00	133.00	37.50
911.40	17.80	136.50	131.80	41.10
912.00	15.40	145.70	134.50	40.30
912.60	15.70	133.40	131.50	44.30
913.20	11.00	138.30	136.30	39.60
913.80	14.10	146.20	124.50	44.20
914.40	17.30	139.80	133.70	47.10
915.00	12.50	149.70	134.80	45.50
915.60	16.00	143.50	122.70	39.70
916.20	13.90	147.30	124.50	45.70
916.80	12.60	143.70	139.80	38.80
917.40	11.60	147.30	137.70	32.50
918.00	14.70	145.80	135.80	33.20
918.60	13.30	149.90	141.00	37.10
919.20	18.20	141.90	141.00	31.60
919.80	16.60	141.80	133.90	34.00
920.40	11.10	145.10	128.90	42.00
921.00	13.10	143.40	129.60	33.90
921.60	9.10	142.00	135.90	29.70
922.20	10.70	145.30	140.30	32.30
922.80	16.50	138.50	142.90	33.60
923.40	19.70	145.20	146.30	26.80
924.00	20.90	141.90	148.50	23.20
924.60	13.60	142.20	148.60	17.20
925.20	15.80	146.90	138.30	25.40
925.80	15.00	139.70	146.40	32.40
926.40	13.10	145.50	150.40	35.50
927.00	14.80	133.30	153.70	33.60
927.60	15.00	139.00	151.20	37.00
928.20	17.60	138.00	148.50	36.10
928.80	13.90	133.60	148.50	37.00
929.40	13.60	141.90	152.20	35.90
930.00	12.30	134.10	153.70	31.70
930.60	25.00	140.50	153.70	30.10
931.20	31.40	140.80	138.70	31.30
931.80	14.70	140.50	148.50	34.60
932.40	15.20	127.80	142.60	36.70
933.00	18.30	139.90	138.80	40.20
933.60	13.80	140.00	140.50	47.30
934.20	10.70	143.70	135.70	36.90
934.80	14.40	142.10	135.70	30.00
935.40	13.50	128.90	136.30	57.80
936.00	15.30	121.10	137.50	32.60
936.60	14.50	124.80	136.70	35.20
937.20	18.00	134.30	146.30	35.20
937.80	13.10	131.80	142.90	24.60
938.40	16.20	131.00	136.50	37.00
939.00	11.70	141.00	137.70	30.80
939.60	13.50	122.60	150.50	38.00
940.20	17.60	137.50	138.80	34.00
940.80	15.70	134.30	135.60	31.60
941.40	14.30	145.80	134.20	36.10
942.00	15.80	140.90	128.00	34.30
942.60	17.10	146.40	130.00	28.70
943.20	15.60	140.80	133.10	43.30
943.80	13.80	136.10	133.90	29.50
944.40	14.40	134.20	143.10	26.70
945.00	17.30	135.30	134.40	30.00
945.60	17.90	138.50	136.50	25.60
946.20	14.50	136.90	141.10	33.70
946.80	16.50	131.90	145.20	33.60
947.40	16.10	139.00	135.90	34.80
948.00	18.10	133.10	133.60	36.70
948.60	14.40	140.50	131.10	35.90
949.20	30.40	144.40	128.50	32.80
949.80	15.80	153.40	140.80	40.40
950.40	13.20	136.30	133.10	28.70
951.00	17.20	147.50	127.80	23.60
951.60	23.60	140.00	141.10	20.40
952.20	21.50	139.20	126.90	19.70
952.80	18.10	143.70	121.60	24.60
953.40	9.20	136.20	138.00	22.60
954.00	20.20	137.40	136.60	23.10
954.60	18.90	133.30	133.00	32.60
955.20	15.30	139.20	133.30	33.00
955.80	15.40	129.40	134.60	33.70
956.40	15.50	123.70	142.90	32.40
957.00	14.10	119.60	140.10	38.10
957.60	16.50	116.20	141.30	34.80
958.20	14.10	125.40	135.30	35.80
958.80	15.90	128.90	138.20	34.50
959.40	14.10	112.10	131.50	37.90
960.00	14.00	119.40	136.00	39.10
960.60	15.90	124.50	138.40	36.30
961.20	17.50	142.70	149.20	33.80
961.80	18.70	130.00	143.00	30.00
962.40	16.20	132.10	147.40	26.80
963.00	12.10	127.70	141.90	25.40
963.60	17.30	122.10	143.50	21.00
964.20	16.50	125.50	141.70	13.60
964.80	14.20	126.70	142.70	22.50
965.40	16.60	127.60	140.80	13.70
966.00	17.90	121.10	140.60	17.60
966.60	15.90	120.60	141.00	24.80
967.20	10.70	128.10	138.40	20.80
967.80	18.30	118.80	135.80	16.80
968.40	13.30	121.20	141.30	6.80
969.00	12.60	126.90	139.50	9.50
969.60	14.80	132.50	137.10	14.40
970.20	16.30	131.60	147.70	9.70
970.80	18.20	131.90	145.40	20.60
971.40	17.60	140.90	143.20	14.00
972.00	12.40	127.70	137.70	14.70
972.60	15.40	138.60	126.40	14.10
973.20	11.10	140.50	130.50	19.10
973.80	17.10	135.60	138.30	12.60
974.40	18.50	141.90	134.60	7.80
975.00	18.00	138.20	135.70	10.60
975.60	15.50	152.80	127.90	10.60
976.20	18.90	140.00	130.20	12.60
976.80	16.40	136.70	132.20	7.90
977.40	15.60	132.90	122.30	20.50
978.00	14.30	132.90	129.40	21.30
978.60	13.70	130.00	129.90	19.30
979.20	12.50	120.30	128.50	20.00
979.80	14.60	123.70	120.00	16.20
980.40	17.10	109.10	116.20	17.90
981.00	18.10	106.00	113.90	17.40
981.60	17.40	121.60	116.80	18.20
982.20	24.50	121.70	112.50	19.70
982.80	14.70	129.60	120.40	19.10
983.40	17.20	123.70	126.90	29.30
984.00	13.60	126.20	125.00	31.70
984.60	13.80	107.90	126.20	43.90
985.20	16.70	118.00	140.10	31.40
985.80	14.90	125.90	132.30	34.00
986.40	17.40	119.50	133.80	16.50
987.00	17.30	110.80	137.70	19.00
987.60	15.00	123.00	147.00	24.60
988.20	14.40	131.50	140.40	24.80
988.80	18.70	123.30	141.20	22.60
989.40	16.40	118.30	140.00	24.70
990.00	17.90	124.00	144.10	20.40
990.60	10.60	121.40	146.40	26.50
991.20	10.80	110.30	157.20	16.50
991.80	15.70	109.30	151.10	14.40
992.40	14.60	123.40	156.10	23.90
993.00	16.00	130.50	152.80	12.40
993.60	32.80	131.70	149.20	8.20
994.20	14.90	136.40	156.00	13.40
994.80	18.90	138.40	146.50	17.50
995.40	9.30	131.10	150.20	11.50
996.00	14.50	139.60	148.60	10.90
996.60	18.10	143.90	150.00	6.80
997.20	16.70	147.40	154.90	14.50
997.80	15.40	144.40	142.70	16.50
998.40	13.90	141.70	138.30	15.40
999.00	14.20	141.20	137.60	11.50
999.60	12.70	139.70	129.80	13.20
1000.20	17.20	148.10	123.90	20.50
1000.80	5.70	139.70	128.20	18.90
1001.40	7.50	138.10	135.50	15.90
1002.00	7.70	134.50	134.20	18.20
1002.60	10.90	142.90	136.00	2.00
1003.20	9.50	141.00	142.60	9.80
1003.80	7.50	134.70	139.90	13.40
1004.40	8.50	127.70	149.00	17.70
1005.00	11.30	133.50	147.90	18.50
1005.60	17.70	136.40	156.80	21.50
1006.20	17.70	140.00	153.10	22.40
1006.80	10.90	138.10	157.90	21.80
1007.40	12.40	145.10	150.60	23.90
1008.00	16.30	141.70	151.00	15.40
1008.60	10.70	142.10	153.20	23.10
1009.20	25.80	143.50	141.30	17.50
1009.80	16.50	145.50	162.60	16.20
1010.40	14.40	147.10	153.60	19.30
1011.00	16.50	146.90	159.60	21.30
1011.60	16.10	147.30	141.00	18.80
1012.20	18.40	151.40	149.10	20.30
1012.80	17.90	152.20	137.90	16.10
1013.40	23.70	147.90	138.60	18.90
1014.00	19.10	147.60	139.70	18.70
1014.60	14.60	142.60	130.40	20.40
1015.20	12.00	133.90	148.10	15.60
1015.80	18.30	129.50	146.60	14.10
1016.40	9.90	117.10	147.10	18.40
1017.00	21.30	141.00	145.20	21.30
1017.60	19.10	125.20	143.10	21.20
1018.20	16.40	124.60	142.30	21.70
1018.80	13.40	126.10	141.00	9.40
1019.40	16.40	134.60	136.80	18.20
1020.00	14.60	135.50	134.90	18.40
1020.60	13.30	133.10	136.30	11.90
1021.20	13.50	136.10	136.70	17.50
1021.80	19.50	138.40	138.00	19.30
1022.40	20.40	135.70	130.30	21.60
1023.00	19.70	138.60	135.80	20.50
1023.60	17.30	138.50	142.80	19.50
1024.20	15.50	136.80	141.00	14.30
1024.80	13.00	135.50	141.20	18.50
1025.40	13.50	136.30	150.80	12.70
1026.00	12.50	130.60	146.40	16.20
1026.60	16.30	139.50	148.90	16.00
1027.20	16.50	131.80	149.00	13.20
1027.80	13.90	131.90	157.50	20.60
1028.40	12.10	135.80	155.70	15.00
1029.00	19.40	137.30	152.20	14.50
1029.60	11.60	135.60	155.80	15.60
1030.20	11.20	145.90	154.10	10.60
1030.80	13.90	133.90	156.90	12.50
1031.40	17.30	141.80	142.90	16.50
1032.00	16.60	143.30	144.90	19.60
1032.60	12.50	145.10	147.30	20.00
1033.20	17.70	143.40	142.90	21.60
1033.80	13.00	141.70	149.10	14.20
1034.40	18.80	151.30	149.20	12.50
1035.00	16.30	152.30	154.10	16.30
1035.60	21.70	156.50	144.20	13.40
1036.20	17.30	149.00	153.30	16.60
1036.80	16.40	145.20	151.50	15.00
1037.40	16.40	143.90	150.00	11.30
1038.00	21.30	143.00	144.10	10.40
1038.60	27.20	142.70	144.00	12.80
1039.20	17.80	142.80	142.70	30.80
1039.80	17.30	141.80	154.40	13.10
1040.40	14.80	147.50	154.90	5.90
1041.00	18.40	143.90	138.20	16.30
1041.60	18.30	134.40	136.40	14.20
1042.20	12.60	135.70	138.90	13.40
1042.80	15.40	146.50	140.60	14.60
1043.40	17.80	140.30	139.40	13.30
1044.00	17.00	142.30	141.60	14.80
1044.60	16.70	143.00	150.30	13.10
1045.20	21.90	134.80	155.40	14.30
1045.80	11.40	136.00	152.30	21.30
1046.40	15.80	137.10	157.90	12.80
1047.00	20.30	131.20	153.10	10.50
1047.60	13.30	131.20	161.70	6.50
1048.20	14.00	122.90	151.70	13.40
1048.80	20.80	141.60	153.60	14.60
1049.40	13.20	142.20	146.20	14.70
1050.00	15.00	136.00	146.80	28.80
1050.60	13.20	138.10	142.10	30.80
1051.20	17.50	123.70	138.50	18.60
1051.80	13.90	141.40	143.30	17.60
1052.40	14.50	132.80	146.10	17.30
1053.00	23.10	140.40	148.00	19.70
1053.60	16.10	139.90	154.90	21.40
1054.20	12.70	143.40	151.70	13.40
1054.80	11.90	144.90	147.90	20.30
1055.40	22.20	140.60	149.00	13.00
1056.00	12.80	143.80	141.90	7.20
1056.60	12.40	136.50	146.40	18.40
1057.20	18.80	142.60	138.20	17.90
1057.80	14.40	140.60	148.60	14.00
1058.40	16.00	153.90	138.00	17.60
1059.00	22.60	145.70	143.40	12.40
1059.60	14.40	146.20	140.70	13.80
1060.20	18.40	139.10	136.50	11.20
1060.80	16.00	135.00	140.30	13.40
1061.40	14.20	142.60	130.50	20.60
1062.00	17.00	132.60	129.50	19.50
1062.60	18.20	138.30	130.50	15.70
1063.20	15.20	138.30	134.80	17.40
1063.80	9.00	129.10	138.10	14.20
1064.40	16.20	127.40	141.40	17.60
1065.00	13.70	126.00	143.10	11.30
1065.60	16.30	122.70	141.10	16.50
1066.20	11.70	128.40	140.20	17.60
1066.80	17.90	133.10	143.90	14.50
1067.40	18.80	131.90	134.20	14.90
1068.00	11.00	122.70	135.40	12.30
1068.60	20.80	125.70	144.00	13.80
1069.20	20.80	125.80	134.00	12.10
1069.80	16.00	127.10	142.50	10.60
1070.40	12.30	126.00	140.90	7.40
1071.00	19.80	125.80	139.70	8.30
1071.60	13.00	126.90	147.50	5.70
1072.20	14.80	128.90	139.00	11.20
1072.80	17.10	127.20	132.20	13.40
1073.40	16.20	127.00	130.30	18.90
1074.00	22.50	127.80	144.00	16.60
1074.60	19.70	127.80	137.40	19.20
1075.20	14.70	130.60	146.00	12.80
1075.80	11.70	135.30	142.10	16.60
1076.40	13.10	130.20	137.90	16.20
1077.00	14.70	121.40	134.80	18.20
1077.60	14.90	136.90	137.50	11.70
1078.20	18.30	134.60	147.10	16.70
1078.80	10.60	130.40	143.90	13.40
1079.40	33.40	128.40	143.10	22.50
1080.00	15.90	139.50	141.50	24.20
1080.60	11.80	133.90	141.70	11.60
1081.20	8.70	123.10	141.80	13.30
1081.80	14.90	127.30	133.00	17.10
1082.40	18.10	120.80	138.30	7.10
1083.00	15.50	115.90	137.60	20.20
1083.60	15.10	130.40	142.10	17.60
1084.20	13.10	121.00	133.00	15.00
1084.80	25.50	137.00	131.80	22.10
1085.40	15.40	128.50	128.80	17.30
1086.00	12.90	140.60	123.90	16.10
1086.60	16.70	135.10	134.10	18.30
1087.20	13.10	141.20	128.20	13.60
1087.80	16.20	143.00	137.20	15.10
1088.40	9.70	137.90	141.10	10.60
1089.00	15.60	130.70	137.00	13.60
1089.60	19.50	141.40	134.00	14.40
1090.20	19.40	134.60	139.00	10.70
1090.80	16.10	132.00	134.00	10.90
1091.40	16.10	129.60	143.30	13.80
1092.00	15.90	130.00	137.60	15.10
1092.60	17.30	124.90	138.10	11.80
1093.20	18.60	132.00	139.60	8.50
1093.80	21.10	138.30	130.70	7.30
1094.40	18.40	137.90	140.00	12.00
1095.00	13.60	132.10	145.00	13.60
1095.60	15.00	142.00	138.40	9.40
1096.20	9.80	137.30	138.20	17.80
1096.80	17.70	135.60	126.70	9.70
1097.40	12.60	138.80	122.90	11.70
1098.00	14.60	134.70	137.20	20.60
1098.60	18.70	125.00	144.60	21.70
1099.20	19.90	125.70	139.20	12.50
1099.80	18.40	121.60	136.20	17.20
1100.40	15.40	116.30	136.30	23.30
1101.00	16.00	117.20	141.20	20.70
1101.60	16.50	114.00	143.40	23.40
1102.20	15.10	116.00	142.50	26.10
1102.80	15.60	120.00	144.90	19.80
1103.40	20.80	127.30	143.40	16.40
1104.00	15.20	129.10	135.90	14.10
1104.60	9.60	125.50	132.60	9.30
1105.20	15.30	128.30	137.70	12.50
1105.80	19.70	128.80	135.70	17.50
1106.40	14.90	132.70	119.50	13.80
1107.00	14.70	119.50	108.60	18.80
1107.60	14.30	133.40	130.10	10.40
1108.20	12.10	118.00	129.50	14.80
1108.80	14.30	119.60	134.40	12.30
1109.40	15.00	129.10	130.10	12.30
1110.00	12.40	122.90	128.40	9.80
1110.60	16.60	119.20	128.50	11.80
1111.20	18.20	132.90	134.80	11.60
1111.80	16.00	139.20	140.40	12.90
1112.40	21.70	129.90	134.60	13.50
1113.00	12.80	135.00	140.10	7.70
1113.60	18.00	132.50	134.30	17.20
1114.20	21.30	133.70	133.00	21.20
1114.80	14.30	123.80	135.70	27.00
1115.40	18.50	132.30	137.90	11.00
1116.00	15.70	138.00	141.10	14.60
1116.60	14.20	123.00	139.90	18.50
1117.20	15.70	130.30	137.40	14.00
1117.80	14.60	124.80	129.10	18.60
1118.40	18.30	140.80	147.70	18.40
1119.00	15.90	140.10	149.50	17.50
1119.60	19.40	141.10	143.80	10.30
1120.20	17.00	133.70	138.70	14.80
1120.80	17.20	142.00	138.10	12.30
1121.40	16.80	130.20	137.20	15.10
1122.00	14.90	133.90	137.50	10.60
1122.60	18.40	129.50	133.20	5.40
1123.20	19.40	124.20	133.00	16.20
1123.80	18.30	139.20	138.70	8.40
1124.40	14.20	140.90	137.00	21.90
1125.00	14.80	145.40	141.70	20.10
1125.60	17.70	154.40	136.00	15.50
1126.20	13.50	141.60	136.50	18.20
1126.80	16.80	141.40	137.90	11.80
1127.40	14.00	146.80	130.30	17.10
1128.00	15.80	140.10	137.70	15.60
1128.60	12.80	152.70	139.70	14.90
1129.20	18.80	146.50	144.00	23.90
1129.80	10.60	140.20	140.90	24.80
1130.40	13.00	145.90	132.40	6.30
1131.00	20.10	128.90	131.20	10.00
1131.60	15.30	138.00	138.30	18.30
1132.20	18.10	136.90	144.30	25.10
1132.80	13.20	141.80	138.60	17.90
1133.40	16.10	144.10	131.70	12.50
1134.00	13.80	139.50	137.00	13.40
1134.60	16.60	141.20	142.50	23.80
1135.20	13.40	139.50	134.30	21.40
1135.80	14.50	135.10	134.90	17.70
1136.40	14.50	133.00	132.20	13.20
1137.00	15.30	135.80	124.70	20.40
1137.60	16.90	132.10	142.70	16.10
1138.20	15.50	137.00	133.10	19.80
1138.80	12.40	131.50	138.50	12.70
1139.40	13.10	128.70	142.80	11.80
1140.00	19.00	130.20	140.10	16.80
1140.60	20.00	133.10	147.20	12.80
1141.20	14.90	140.70	149.40	16.60
1141.80	16.10	143.10	157.30	37.60
1142.40	14.10	138.80	154.80	15.00
1143.00	15.40	149.10	141.20	18.60
1143.60	16.10	152.10	148.50	13.40
1144.20	12.80	150.80	144.30	14.40
1144.80	16.30	151.10	144.20	12.00
1145.40	16.50	147.40	154.60	14.70
1146.00	17.80	138.00	149.00	18.60
1146.60	12.00	142.80	147.30	20.10
1147.20	16.60	143.60	133.20	14.60
1147.80	16.20	142.20	138.00	13.20
1148.40	16.20	144.30	129.50	15.80
1149.00	15.30	139.30	129.10	7.20
1149.60	17.00	134.80	137.10	5.60
1150.20	16.70	126.20	145.10	13.40
1150.80	19.20	138.10	142.00	18.50
1151.40	11.70	136.60	150.30	6.40
1152.00	13.10	157.10	141.70	14.30
1152.60	13.70	149.90	147.40	14.10
1153.20	11.00	135.10	143.10	9.40
1153.80	18.80	140.30	146.60	15.10
1154.40	12.40	120.40	142.70	10.20
1155.00	14.80	133.40	145.10	14.10
1155.60	11.60	135.00	136.90	14.10
1156.20	12.30	136.40	139.40	12.20
1156.80	10.90	131.70	146.40	13.80
1157.40	15.40	129.10	140.60	12.30
1158.00	7.40	140.30	142.80	6.00
1158.60	13.20	135.80	141.30	8.30
1159.20	15.60	133.80	143.20	10.40
1159.80	14.40	142.20	138.80	17.60
1160.40	13.40	130.00	137.00	13.50
1161.00	15.80	123.20	127.90	17.40
1161.60	15.10	128.30	125.40	17.50
1162.20	21.90	136.80	125.10	15.60
1162.80	21.70	145.70	119.80	13.50
1163.40	11.30	139.70	130.80	15.80
1164.00	17.40	125.20	137.60	16.40
1164.60	16.10	140.90	135.30	12.00
1165.20	15.20	136.10	138.60	16.10
1165.80	15.50	134.60	134.20	10.70
1166.40	19.30	141.30	133.40	11.70
1167.00	13.10	146.40	136.10	13.50
1167.60	18.50	152.70	139.60	17.70
1168.20	17.00	149.80	143.90	6.00
1168.80	15.90	144.30	133.30	10.20
1169.40	12.90	142.20	141.90	17.40
1170.00	12.90	145.40	136.80	7.30
1170.60	15.40	142.50	143.90	4.90
1171.20	24.10	151.60	137.10	17.10
1171.80	17.90	137.60	142.90	19.30
1172.40	17.00	131.40	137.00	16.10
1173.00	10.80	132.60	130.50	2.00
1173.60	14.00	135.00	123.30	13.10
1174.20	19.40	126.00	129.60	23.10
1174.80	14.20	141.10	128.70	16.40
1175.40	14.90	139.30	133.00	27.70
1176.00	12.30	143.80	137.00	23.20
1176.60	17.90	126.30	131.50	14.10
1177.20	19.00	114.90	131.70	15.50
1177.80	14.50	132.70	131.80	16.30
1178.40	20.50	132.20	129.10	23.70
1179.00	15.80	131.10	122.00	5.00
1179.60	15.40	141.40	122.00	19.70
1180.20	14.60	135.50	133.30	21.50
1180.80	11.90	134.00	117.40	21.70
1181.40	15.70	136.10	120.10	31.30
1182.00	18.60	134.30	135.30	35.10
1182.60	12.50	134.70	119.10	16.50
1183.20	17.90	133.00	127.90	28.00
1183.80	15.30	137.90	118.80	22.60
1184.40	16.40	135.80	124.50	24.20
1185.00	12.60	133.80	129.00	19.90
1185.60	13.20	125.90	122.60	20.80
1186.20	15.10	146.40	117.70	26.40
1186.80	16.90	143.10	122.60	22.60
1187.40	16.80	139.00	122.70	14.80
1188.00	13.30	145.50	121.00	22.30
1188.60	16.90	144.90	129.90	17.20
1189.20	10.00	140.80	122.80	26.60
1189.80	14.30	143.30	121.40	18.70
1190.40	14.70	136.60	120.40	10.90
1191.00	13.50	137.50	131.90	24.70
1191.60	14.20	136.00	141.40	4.60
1192.20	12.90	137.50	133.00	12.00
1192.80	21.10	138.40	139.50	15.40
1193.40	13.10	144.10	138.40	16.30
1194.00	19.40	143.70	141.00	17.00
1194.60	18.80	141.90	150.70	12.40
1195.20	14.10	141.90	148.40	14.90
1195.80	12.70	141.80	145.70	6.60
1196.40	12.40	147.30	156.50	22.70
1197.00	26.20	150.70	153.90	21.60
1197.60	27.00	150.60	157.70	22.70
1198.20	10.20	142.60	153.40	16.50
1198.80	16.80	134.10	156.40	15.80
1199.40	20.60	146.40	140.80	17.90
1200.00	14.50	145.40	135.70	19.00
1200.60	15.20	131.80	133.90	7.30
1201.20	16.30	153.40	144.00	13.80
